"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-132.17","54.00","MASSET A","1054925","2019-08-20","2019","08","20","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-08-21","2019","08","21","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-08-22","2019","08","22","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-08-23","2019","08","23","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-08-24","2019","08","24","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-08-25","2019","08","25","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-08-26","2019","08","26","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-08-27","2019","08","27","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-08-28","2019","08","28","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-08-29","2019","08","29","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-08-30","2019","08","30","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-08-31","2019","08","31","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-01","2019","09","01","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-02","2019","09","02","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-03","2019","09","03","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-04","2019","09","04","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-05","2019","09","05","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-06","2019","09","06","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-07","2019","09","07","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-08","2019","09","08","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-09","2019","09","09","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-10","2019","09","10","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-11","2019","09","11","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-12","2019","09","12","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-13","2019","09","13","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-14","2019","09","14","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-15","2019","09","15","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-16","2019","09","16","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-17","2019","09","17","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-18","2019","09","18","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-19","2019","09","19","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-20","2019","09","20","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-21","2019","09","21","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-22","2019","09","22","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-23","2019","09","23","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-24","2019","09","24","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-25","2019","09","25","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-26","2019","09","26","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-27","2019","09","27","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-28","2019","09","28","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-29","2019","09","29","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-09-30","2019","09","30","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-01","2019","10","01","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-02","2019","10","02","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-03","2019","10","03","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-04","2019","10","04","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-05","2019","10","05","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-06","2019","10","06","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-07","2019","10","07","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-08","2019","10","08","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-09","2019","10","09","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-10","2019","10","10","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-11","2019","10","11","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-12","2019","10","12","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-13","2019","10","13","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-14","2019","10","14","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-15","2019","10","15","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-16","2019","10","16","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-17","2019","10","17","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-18","2019","10","18","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-19","2019","10","19","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-20","2019","10","20","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-21","2019","10","21","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-22","2019","10","22","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-23","2019","10","23","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-24","2019","10","24","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-25","2019","10","25","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-26","2019","10","26","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-27","2019","10","27","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-28","2019","10","28","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-29","2019","10","29","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-30","2019","10","30","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-10-31","2019","10","31","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-01","2019","11","01","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-02","2019","11","02","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-03","2019","11","03","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-04","2019","11","04","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-05","2019","11","05","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-06","2019","11","06","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-07","2019","11","07","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-08","2019","11","08","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-09","2019","11","09","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-10","2019","11","10","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-11","2019","11","11","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-12","2019","11","12","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-13","2019","11","13","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-14","2019","11","14","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-15","2019","11","15","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-16","2019","11","16","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-17","2019","11","17","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-18","2019","11","18","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-19","2019","11","19","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-20","2019","11","20","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-21","2019","11","21","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-22","2019","11","22","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-23","2019","11","23","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-24","2019","11","24","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-25","2019","11","25","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-26","2019","11","26","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-27","2019","11","27","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-28","2019","11","28","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-29","2019","11","29","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-11-30","2019","11","30","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-01","2019","12","01","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-02","2019","12","02","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-03","2019","12","03","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-04","2019","12","04","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-05","2019","12","05","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-06","2019","12","06","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-07","2019","12","07","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-08","2019","12","08","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-09","2019","12","09","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-10","2019","12","10","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-11","2019","12","11","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-12","2019","12","12","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-13","2019","12","13","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-14","2019","12","14","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-15","2019","12","15","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-16","2019","12","16","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-17","2019","12","17","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-18","2019","12","18","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-19","2019","12","19","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-20","2019","12","20","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-21","2019","12","21","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-22","2019","12","22","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-23","2019","12","23","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-24","2019","12","24","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-25","2019","12","25","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-26","2019","12","26","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-27","2019","12","27","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-28","2019","12","28","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-29","2019","12","29","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-30","2019","12","30","","","","","","","","","","","","","","","","","","","","","","",""
"-132.17","54.00","MASSET A","1054925","2019-12-31","2019","12","31","","","","","","","","","","","","","","","","","","","","","","",""
