"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-09","2020","02","09","","0.7","","-14.2","","-6.8","","24.8","","0.0","","","","","","0.7","","","","31","","68",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-10","2020","02","10","","0.1","","-9.0","","-4.4","","22.4","","0.0","","","","","","0.0","","","","32","","39",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-11","2020","02","11","","1.0","","-10.8","","-4.9","","22.9","","0.0","","","","","","0.4","","","","2","","53",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-12","2020","02","12","","-10.8","","-23.5","","-17.1","","35.1","","0.0","","","","","","0.0","","","","35","","50",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-13","2020","02","13","","0.7","","-21.8","","-10.6","","28.6","","0.0","","","","","","0.0","","","","18","","48",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-14","2020","02","14","","-1.2","","-8.7","","-4.9","","22.9","","0.0","","","","","","0.4","","","","30","","48",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-15","2020","02","15","","-5.9","","-12.6","","-9.2","","27.2","","0.0","","","","","","0.4","","","","","","",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-16","2020","02","16","","0.7","","-14.2","","-6.8","","24.8","","0.0","","","","","","0.0","","","","","","",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-17","2020","02","17","","-8.2","","-20.4","","-14.3","","32.3","","0.0","","","","","","0.0","","","","34","","41",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-18","2020","02","18","","-17.1","","-23.7","","-20.4","","38.4","","0.0","","","","","","0.0","","","","","","",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-19","2020","02","19","","-7.6","","-23.6","","-15.6","","33.6","","0.0","","","","","","0.0","","","","","","",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-20","2020","02","20","","2.4","","-15.4","","-6.5","","24.5","","0.0","","","","","","0.0","","","","21","","43",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-21","2020","02","21","","4.6","","-11.3","","-3.4","","21.4","","0.0","","","","","","0.0","","","","22","","35",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-22","2020","02","22","","5.1","","-5.5","","-0.2","","18.2","","0.0","","","","","","0.0","","","","34","","62",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-23","2020","02","23","","1.7","","-9.1","","-3.7","","21.7","","0.0","","","","","","1.4","","","","23","","31",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-24","2020","02","24","","-0.6","","-10.4","","-5.5","","23.5","","0.0","","","","","","0.0","","","","34","","31",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-25","2020","02","25","","-2.7","","-16.6","","-9.7","","27.7","","0.0","","","","","","0.0","","","","","","",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-26","2020","02","26","","4.5","","-9.8","","-2.7","","20.7","","0.0","","","","","","0.0","","","","","","",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-27","2020","02","27","","6.8","","-4.9","","1.0","","17.0","","0.0","","","","","","0.0","","","","27","","42",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-28","2020","02","28","","8.3","","-2.2","","3.1","","14.9","","0.0","","","","","","0.0","","","","","","",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-02-29","2020","02","29","","6.6","","-3.8","","1.4","","16.6","","0.0","","","","","","0.5","","","","24","","81",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-01","2020","03","01","","-2.2","","-10.3","","-6.2","","24.2","","0.0","","","","","","0.0","","","","31","","65",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-02","2020","03","02","","4.7","","-2.6","","1.1","","16.9","","0.0","","","","","","0.0","","","","31","","67",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-03","2020","03","03","","5.4","","-3.0","","1.2","","16.8","","0.0","","","","","","0.0","","","","30","","62",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-04","2020","03","04","","5.3","","-1.6","","1.8","","16.2","","0.0","","","","","","0.0","","","","30","","75",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-05","2020","03","05","","5.7","","-6.7","","-0.5","","18.5","","0.0","","","","","","0.0","","","","15","","42",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-06","2020","03","06","","11.5","","-1.9","","4.8","","13.2","","0.0","","","","","","0.0","","","","23","","42",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-07","2020","03","07","","-1.9","","-12.2","","-7.1","","25.1","","0.0","","","","","","0.5","","","","2","","43",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-08","2020","03","08","","-7.6","","-18.2","","-12.9","","30.9","","0.0","","","","","","0.0","","","","","","",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-09","2020","03","09","","1.8","","-13.6","","-5.9","","23.9","","0.0","","","","","","0.0","","","","","","",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-10","2020","03","10","","5.4","","-11.1","","-2.9","","20.9","","0.0","","","","","","0.0","","","","24","","41",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-11","2020","03","11","","3.8","","-4.7","","-0.4","","18.4","","0.0","","","","","","0.0","","","","33","","61",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-12","2020","03","12","","-0.8","","-10.3","","-5.6","","23.6","","0.0","","","","","","0.0","","","","33","","35",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-13","2020","03","13","","-9.5","","-16.0","","-12.8","","30.8","","0.0","","","","","","0.4","","","","4","","43",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-14","2020","03","14","","-10.3","","-16.1","","-13.2","","31.2","","0.0","","","","","","3.5","","","","3","","40",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-15","2020","03","15","","-12.0","","-15.2","","-13.6","","31.6","","0.0","","","","","","0.0","","","","27","","31",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-16","2020","03","16","","-2.9","","-17.6","","-10.2","","28.2","","0.0","","","","","","0.0","","","","23","","37",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-17","2020","03","17","","-2.1","","-16.0","","-9.0","","27.0","","0.0","","","","","","0.0","","","","36","","42",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-18","2020","03","18","","-6.5","","-15.3","","-10.9","","28.9","","0.0","","","","","","0.5","","","","","","",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-19","2020","03","19","","-4.7","","-18.7","","-11.7","","29.7","","0.0","","","","","","0.0","","","","","","",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-20","2020","03","20","","-2.8","","-18.2","","-10.5","","28.5","","0.0","","","","","","0.0","","","","","","",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-21","2020","03","21","","0.8","","-19.2","","-9.2","","27.2","","0.0","","","","","","0.0","","","","31","","42",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-22","2020","03","22","","3.5","","-11.4","","-4.0","","22.0","","0.0","","","","","","0.0","","","","20","","40",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-23","2020","03","23","","7.5","","-4.4","","1.6","","16.4","","0.0","","","","","","0.0","","","","3","","35",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-24","2020","03","24","","-1.5","","-5.1","","-3.3","","21.3","","0.0","","","","","","2.0","","","","36","","40",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-25","2020","03","25","","-1.2","","-8.9","","-5.0","","23.0","","0.0","","","","","","0.8","","","","","","",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-26","2020","03","26","","5.9","","-10.3","","-2.2","","20.2","","0.0","","","","","","0.0","","","","24","","36",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-27","2020","03","27","","8.9","","-2.1","","3.4","","14.6","","0.0","","","","","","0.0","","","","19","","48",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-28","2020","03","28","","6.8","","-1.5","","2.7","","15.3","","0.0","","","","","","0.0","","","","26","","31",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-29","2020","03","29","","13.7","","-1.8","","5.9","","12.1","","0.0","","","","","","","M","","","21","","53",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-30","2020","03","30","","5.7","","-4.2","","0.8","","17.2","","0.0","","","","","","0.0","","","","31","","37",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-03-31","2020","03","31","","-0.3","","-11.3","","-5.8","","23.8","","0.0","","","","","","0.4","","","","32","","52",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-01","2020","04","01","","-10.8","","-15.7","","-13.3","","31.3","","0.0","","","","","","0.0","","","","31","","53",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-02","2020","04","02","","-5.3","","-16.9","","-11.1","","29.1","","0.0","","","","","","0.0","","","","30","","33",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-03","2020","04","03","","1.4","","-13.7","","-6.1","","24.1","","0.0","","","","","","0.0","","","","10","","43",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-04","2020","04","04","","-3.3","","-8.7","","-6.0","","24.0","","0.0","","","","","","1.0","","","","","","",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-05","2020","04","05","","-3.9","","-10.3","","-7.1","","25.1","","0.0","","","","","","0.0","","","","11","","36",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-06","2020","04","06","","0.2","","-7.0","","-3.4","","21.4","","0.0","","","","","","5.0","","","","32","","38",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-07","2020","04","07","","3.4","","-9.8","","-3.2","","21.2","","0.0","","","","","","0.0","","","","32","","68",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-08","2020","04","08","","3.0","","-4.8","","-0.9","","18.9","","0.0","","","","","","0.0","","","","31","","63",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-09","2020","04","09","","10.9","","-7.9","","1.5","","16.5","","0.0","","","","","","0.0","","","","18","","38",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-10","2020","04","10","","6.1","","-0.9","","2.6","","15.4","","0.0","","","","","","0.0","","","","33","","49",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-11","2020","04","11","","-0.8","","-9.2","","-5.0","","23.0","","0.0","","","","","","0.0","","","","35","","55",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-12","2020","04","12","","-2.6","","-10.7","","-6.6","","24.6","","0.0","","","","","","0.4","","","","33","","68",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-13","2020","04","13","","0.7","","-12.1","","-5.7","","23.7","","0.0","","","","","","0.0","","","","33","","42",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-14","2020","04","14","","7.7","","-6.5","","0.6","","17.4","","0.0","","","","","","","M","","","29","","43",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-15","2020","04","15","","3.3","","-6.0","","-1.4","","19.4","","0.0","","","","","","0.0","","","","35","","54",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-16","2020","04","16","","9.5","","-5.9","","1.8","","16.2","","0.0","","","","","","0.0","","","","23","","38",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-17","2020","04","17","","12.8","","-2.6","","5.1","","12.9","","0.0","","","","","","0.0","","","","32","","81",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-18","2020","04","18","","6.3","","-4.1","","1.1","","16.9","","0.0","","","","","","0.0","","","","33","","47",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-19","2020","04","19","","16.3","","-3.9","","6.2","","11.8","","0.0","","","","","","0.0","","","","29","","58",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-20","2020","04","20","","20.2","","6.2","","13.2","","4.8","","0.0","","","","","","0.0","","","","26","","38",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-21","2020","04","21","","21.5","","4.6","","13.1","","4.9","","0.0","","","","","","","M","","","31","","62",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-22","2020","04","22","","16.0","","4.3","","10.1","","7.9","","0.0","","","","","","0.0","","","","26","","40",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-23","2020","04","23","","16.9","","2.6","","9.8","","8.2","","0.0","","","","","","0.0","","","","30","","58",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-24","2020","04","24","","15.1","","2.2","","8.7","","9.3","","0.0","","","","","","0.4","","","","31","","74",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-25","2020","04","25","","19.0","","-0.7","","9.2","","8.8","","0.0","","","","","","0.0","","","","17","","61",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-26","2020","04","26","","17.3","","3.7","","10.5","","7.5","","0.0","","","","","","0.0","","","","29","","83",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-27","2020","04","27","","19.5","","2.1","","10.8","","7.2","","0.0","","","","","","0.0","","","","25","","62",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-28","2020","04","28","","17.7","","2.4","","10.0","","8.0","","0.0","","","","","","0.0","","","","31","","47",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-29","2020","04","29","","20.9","","3.9","","12.4","","5.6","","0.0","","","","","","0.0","","","","30","","37",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-04-30","2020","04","30","","24.9","","9.9","","17.4","","0.6","","0.0","","","","","","0.0","","","","22","","56",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-01","2020","05","01","","17.7","","2.5","","10.1","","7.9","","0.0","","","","","","0.0","","","","29","","66",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-02","2020","05","02","","20.7","","0.6","","10.7","","7.3","","0.0","","","","","","0.0","","","","10","","34",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-03","2020","05","03","","20.7","","4.1","","12.4","","5.6","","0.0","","","","","","0.8","","","","22","","60",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-04","2020","05","04","","9.0","","2.6","","5.8","","12.2","","0.0","","","","","","2.0","","","","25","","66",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-05","2020","05","05","","17.0","","-0.8","","8.1","","9.9","","0.0","","","","","","","M","","","","","",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-06","2020","05","06","","20.6","","2.2","","11.4","","6.6","","0.0","","","","","","0.0","","","","13","","53",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-07","2020","05","07","","20.6","","5.3","","12.9","","5.1","","0.0","","","","","","0.0","","","","7","","35",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-08","2020","05","08","","14.5","","2.6","","8.5","","9.5","","0.0","","","","","","0.0","","","","1","","65",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-09","2020","05","09","","11.9","","1.3","","6.6","","11.4","","0.0","","","","","","2.1","","","","34","","49",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-10","2020","05","10","","9.5","","-0.4","","4.6","","13.4","","0.0","","","","","","0.0","","","","","","",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-11","2020","05","11","","11.6","","-4.4","","3.6","","14.4","","0.0","","","","","","0.0","","","","13","","33",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-12","2020","05","12","","11.3","","-1.6","","4.8","","13.2","","0.0","","","","","","0.0","","","","15","","49",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-13","2020","05","13","","11.5","","2.5","","7.0","","11.0","","0.0","","","","","","0.5","","","","","","",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-14","2020","05","14","","20.7","","-1.7","","9.5","","8.5","","0.0","","","","","","0.0","","","","33","","52",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-15","2020","05","15","","16.2","","-2.1","","7.0","","11.0","","0.0","","","","","","0.0","","","","","","",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-16","2020","05","16","","24.1","","3.5","","13.8","","4.2","","0.0","","","","","","0.0","","","","18","","63",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-17","2020","05","17","","24.2","","9.4","","16.8","","1.2","","0.0","","","","","","0.0","","","","19","","40",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-18","2020","05","18","","18.6","","9.0","","13.8","","4.2","","0.0","","","","","","1.6","","","","19","","44",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-19","2020","05","19","","22.2","","8.5","","15.4","","2.6","","0.0","","","","","","0.0","","","","35","","47",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-20","2020","05","20","","15.8","","8.7","","12.2","","5.8","","0.0","","","","","","14.2","","","","2","","56",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-21","2020","05","21","","9.9","","5.8","","7.8","","10.2","","0.0","","","","","","7.4","","","","20","","50",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-22","2020","05","22","","13.1","","5.4","","9.2","","8.8","","0.0","","","","","","0.0","","","","20","","43",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-23","2020","05","23","","12.3","","2.2","","7.3","","10.7","","0.0","","","","","","0.0","","","","29","","42",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-24","2020","05","24","","21.0","","1.6","","11.3","","6.7","","0.0","","","","","","0.0","","","","","","",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-25","2020","05","25","","23.3","","5.5","","14.4","","3.6","","0.0","","","","","","0.0","","","","20","","42",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-26","2020","05","26","","20.8","","7.4","","14.1","","3.9","","0.0","","","","","","1.2","","","","31","","58",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-27","2020","05","27","","17.8","","3.6","","10.7","","7.3","","0.0","","","","","","0.4","","","","32","","71",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-28","2020","05","28","","20.5","","3.8","","12.2","","5.8","","0.0","","","","","","0.0","","","","8","","33",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-29","2020","05","29","","20.9","","10.7","","15.8","","2.2","","0.0","","","","","","0.0","","","","9","","40",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-30","2020","05","30","","27.9","","8.4","","18.2","","0.0","","0.2","","","","","","0.0","","","","16","","48",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-05-31","2020","05","31","","27.0","","12.3","","19.6","","0.0","","1.6","","","","","","","M","","","21","","80",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-06-01","2020","06","01","","22.3","","10.0","","16.2","","1.8","","0.0","","","","","","1.2","","","","32","","58",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-06-02","2020","06","02","","22.7","","5.5","","14.1","","3.9","","0.0","","","","","","0.0","","","","23","","38",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-06-03","2020","06","03","","20.0","","5.5","","12.7","","5.3","","0.0","","","","","","0.0","","","","29","","76",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-06-04","2020","06","04","","18.8","","4.6","","11.7","","6.3","","0.0","","","","","","0.0","","","","31","","49",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-06-05","2020","06","05","","22.7","","3.0","","12.8","","5.2","","0.0","","","","","","0.0","","","","8","","57",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-06-06","2020","06","06","","23.0","","9.8","","16.4","","1.6","","0.0","","","","","","17.7","","","","8","","57",""
"-110.32","51.07","ACADIA VALLEY","3020035","2020-06-07","2020","06","07","","13.4","","5.8","","9.6","","8.4","","0.0","","","","","","11.0","","","","28","","42",""
